id,Date,Title,acf_musico_nombre_artistico,acf_musico_provincia,acf_musico_tipo,acf_musico_formatos_disponibles,acf_musico_precio_minimo_dj,acf_musico_coste_hora_extra_dj,acf_musico_precio_minimo_solista,acf_musico_coste_hora_extra_solista,acf_musico_precio_minimo_duo,acf_musico_coste_hora_extra_duo,acf_musico_precio_minimo_trio,acf_musico_coste_hora_extra_trio,acf_musico_precio_minimo_cuarteto,acf_musico_coste_hora_extra_cuarteto,acf_musico_precio_minimo_conjunto,acf_musico_coste_hora_extra_conjunto,acf_musico_precio_minimo_banda_bateria,acf_musico_coste_hora_extra_banda_bateria,acf_musico_genero_musical,acf_musico_url_youtube_1,acf_musico_url_youtube_2,acf_musico_url_youtube_3,acf_musico_titulo_youtube_4,acf_musico_titulo_youtube_5,acf_musico_repertorio_completo,estados músico,Nº CONTRATACIONES,Author ID
5380,2022-02-22,POP Boulevard,POP Boulevard,Madrid,Músico,"a:3:{i:0;s:4:""Dúo"";i:1;s:5:""Trío"";i:2;s:18:""Banda con batería"";}",,,,,350,100,480,120,,,,,600,180,"a:8:{i:0;s:7:""Bachata"";i:1;s:8:""Clásica"";i:2;s:11:""Flamenquito"";i:3;s:12:""Instrumental"";i:4;s:6:""Latina"";i:5;s:3:""Pop"";i:6;s:9:""Reggeaton"";i:7;s:10:""Romántica"";}",https://youtu.be/BkTkS0HE9OM,,,,,"PRIMER PASE
Game of Thrones
Déjame - Los Secretos
Te he echado de menos - P. Alborán
Darte un beso - Prince Royce 
Por fin te encontré - Cali & el Dandy
Mi gran noche - Raphael
Soldadito Marinero - Fito 
Un beso y una flor - Nino Bravo
Como te atreves - Morat
No vaya a ser - Pablo Alborán
Ramito de violetas - Manzanita 
El rey
La Bamba
Tu Calorro  
Sofía - Álvaro Soler
Uno por uno - Manuel Carrasco
Besos en guerra - Morat
Búscate un hombre que te quiera
Que tienes tú - Dvicio
La flaca - Jarabe de Palo
Carolina - M Clan

SEGUNDO PASE
Vivir mi vida - Mark Anthony
Volaré
Felices los 4 - Maluma
Tanto la quería - Andy y Lucas
Reggaeton lento - CNCO 
La isla del amor - Demarco
Con la luna llena - Melendi
Hola mi amor - Junco
Ojalá - Fondo Flamenco 
Pan y Mantequilla - Efecto Pasillo
Amigos para siempre
Antes de que cuente diez - Fito
Ave María - David Bisbal 
Propuesta indecente - Romeo S.
La alegría de mi alma - A.& Lucas
Ya no quiero tu amor -José el Francés
Mi estrella blanca - Fondo Flamenco 
El ritmo de María - Andy y Lucas -
Me niego - Reik 
Caminando por la vida - Melendi

TERCER PASE
No dudaría - Antonio Flores
Tu Jardín con enanitos - Melendi
Princesas - Pereza
Cuatro soldaditos
Noches de Bohemia - Navajita Platea 
A puro dolor - Son by four 
Yo no te pido la luna - Sergio Dalma
Laura no está - Nek
Poquito a poco 
Fuego en el fuego
Escúchame mujer - Fondo Flamenco
Clavado en un bar - Maná
El sol no regresa - La 5ta Estacion
Todos los besos - La comparsa de tarifa 
Las cosas más pequeñitas 
Aire ke respiro - Er Peche 
Mix Reggaeton
-Bailando
-Pobre diabla 
-Cuéntale 
-Pijama 
-Miénteme 
-La gozadera 
-Que tengo que hacer
-Ayer la vi 
-Te estaba buscando 
-Me voy enamorando 
-Yo no necesito vacaciones
-Travesuras
-Llamada de Emergencia
-Pepa
Mix Rumba
-Quiéreme
-Ali Ali oh
-Bésame mucho
-Carita morena
-Obi oba - El principe gitano
-Vente misiana guana - Los Chichos
-Vengo de Borrachera - Ketama
-Bamboleo - Gipsy Kings",Completo,0,57
5381,2022-02-22,Edilson Assis,Edilson Assis,Guipúzcoa,Músico,"a:1:{i:0;s:7:""Solista"";}",,,150,50,,,,,,,,,,,"a:4:{i:0;s:9:""Acústico"";i:1;s:10:""Bossa Nova"";i:2;s:8:""Clásica"";i:3;s:4:""Folk"";}",https://youtu.be/fyRjAlaaIls,https://youtu.be/naP7VHUNejA,https://youtu.be/BJcI1vQdN7E,,,,Completo,0,60
5382,2022-02-22,DZayasMusic,DZayasMusic,Madrid,Músico,"a:5:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";i:3;s:8:""Cuarteto"";i:4;s:18:""Banda con batería"";}",,,150,50,550,80,850,100,1050,120,800,160,1500,180,"a:1:{i:0;s:11:""Flamenquito"";}",https://youtu.be/wRa5tK5Jh4o,https://youtu.be/m0M6KMWtLVk,https://youtu.be/9rJXVZwKHNM,,,"Antonio Orozco- Pedacitos de ti, Una y otra vez
- Alejandro Sanz - varias
- Manuel Carrasco - varias
- Fondo flamenco - Ojalá pudiera ir, Mi estrella blanca, intento
- C. Tangana - Me maten, Los tontos
- Siempre así - A mi manera, Esa mujer
- Antonio Carmona - Soy de la calle
- Los Chunguitos - Si me das elegir
- Los Chichos - varias
- El barrio - Quiéreme, Nos fuimos pa Madrid, Los barrieros
- Manzanita - No me lo creo, Ramito de violetas, La quiero a morir, Por tu ausencia
- Mark Anthony - Vivir mi vida, Valió la pena
- Los delincuentes - Luz del Lorenzo, El aire de la calle
- Estopa - Tu calorro, Me falta el aliento, El del medio de los Chichos, La raja de tu falda
- El canto del loco - Foto en blanco y negro, Princesas
- Pablo Alborán- Quién, Caramelo
- Andy y Lucas - Tanto la quería, Sin ella
- Parrita - varias
- Sevillanas - varias
- Alegría de vivir - Ray Heredia
- Rebujitos - todos los besos
- NOLASCO - las cosas pequeñitas
- Niña Pastori - Quiero que me beses, ya no quiero ser
- Gipsy kings - Volaré
- Jose Manuel Soto - déjate querer
- El Cigala - Lágrimas negras, la bien paga
- Taburete- Yendo más despacio
Leyva - Lady Madrid
- India Martínez - Hoy
- Azúcar moreno - Devorame otra vez
- Chayanne - lo dejaría todo
- Peter - El muerto vivo,
- Camilo Sesto - Morir así es vivir de amor
- Camilo - Vida de Rico
- Diego Torres - Color Esperanza
- De marco - isla del amor
- José el frances - Fuera de mi
- Rafa Serna - Se te nota en la mirada
- Hawaii - Maluma
- Carlos Vives - Fruta fresca
- Yo romperé tus fotos
- Sebastián Yatra- pareja del año, como mirarte
- Despacito - Fonsi
-Popurrí flamenquito
- Popurrí de rumba catalana ( Volando voy, Bailame de los Gipsy kings, será maravilloso, toro y la luna etc...)
- Antonio Flores - no dudaría
- Manolo García - pájaros de barro, las hermanas Gilda, Como un burro amarrado...
- Hombres g - sufre mamón
- Juanlu Montoya - Ale
- Coke Maya - no puedo vivir sin ti
- Vicente Fernández - el rey
- Juanito Makande - niña voladora, Cuando te empecé a querer.
- El barrio - tu frialdad, todo tiene su fin, Quiéreme, los Barrieros, el coco, Todo comenzó.
- Beso y una flor - Nino Bravo
- Er peche - aire que respiro
- Junco - hola mi amor, el regalo, celos, jardín prohibido.
- Los del río - Sevilla, macarena
- Melendi - Caminando por la vida, desnudame, Te quiero como el mar
- Lolita - Sarandonga
- Sabina - 19 días 500 noches, contigo
- Arrebato - buscaté un hombre...
- Navajita Platea -Noche de Bohemia
- Antonio Vega - el sitio de mi recreo, se dejaba llevar
- Moles - Legionario
- Jarabe de palo- la flaca
- Rosario flores - que bonito, no dudaría
- Francisco Céspedes - a puro dolor
- Alaska - a quien le importa
- Ricki Martín - Así es María
- Pantoja - así fue
- Rafael - mi gran noche
- Chiquetete - esa cobardia
- Carlos Vives - Fruta fresca",Completo,6,61
5383,2022-02-22,U2 LIVE TRIBUTE BAND,U2 LIVE TRIBUTE BAND,Madrid,Músico,"a:2:{i:0;s:8:""Cuarteto"";i:1;s:18:""Banda con batería"";}",,,,,,,,,380,300,,,600,300,"a:2:{i:0;s:3:""Pop"";i:1;s:4:""Rock"";}",https://www.youtube.com/watch?v=0gYbiHRXR1Q,,https://www.youtube.com/watch?v=HoZ3x54DjIs,,,,Completo,0,59
5404,2022-02-22,Beto Tejada Band,Beto Tejada Band,Barcelona,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,3700,700,"a:4:{i:0;s:11:""Flamenquito"";i:1;s:5:""Funky"";i:2;s:3:""Pop"";i:3;s:4:""Rock"";}",https://www.youtube.com/watch?v=3NAUEkHAPxM,https://www.youtube.com/watch?v=eSuFQq3aKhM&feature=youtu.be,https://www.youtube.com/watch?v=HHlQcUKy8AY,,,"POP/ROCK/INDIE ESPAÑOL- CATALA
19 dias y 500 noches (sabina)
Antes que ver el Sol (Coty)
Baila Morena (Zucchero)
Bailar pegados (Sergio dalma)
Bajo el mar (Disney - la Sirenita)
Bella Ciao (Cancion popular)
Bicicletes (blaumut)
Carolina (M-CLAN)
Chiquilla (Seguridad social)
Empordà y Boig per tu (medley)
Eres para mi (juanito makande)
Hace Calor ( Los Rodriguez)
Hay que venir al sur (Raffaella Carra)
Hay un amigo en mi (Toy Story Movie)
La camisa negra (Juanes)
La chica de ayer (Antonio Vega)
La flaca (jarabe de palo)
Llamando a la tierra (M-Clan)
MI gran noche ( Rafael )
Nada de esto fue un error (Coty)
Ni tu ni nadie (Alaska)
No puedo vivir sin ti (Coque Malla)
Por la boca vive el pez (Fito)
Prefiero tu voz (Coty)
Santa lucia (Miguel rios)
Sin documentos (Los Rodriguez)
Soldadito Marinero (Fito)
Suéltalo (Disney - Frozen)
Un beso y una flor ( Nino Bravo )
Vivir asi es morir de amor (Camilo Sesto)
RUMBAS
A la luz de lorenzo (Delincuentes)
Alba (Antonio flores)
Bamboleo (Gipsy King)
Bésame mucho (Luis miguel)
Caminando por la vida (Melendi)
Carnaval (Celia Cruz)
Color esperanza ( Diego Torres )
Como camaron (Estopa)
Como un burro amarrado en la puerta del baile (ultimo de la fila)
Corazón Partio (Alejandro Sanz)
Echo de Menos (Kiko Veneno)
El Aire de la calle (Delincuentes)
El muerto Vivo (Peret)
Fruta Fresca (Carlos Vives)
Gitana Hechicra (Peret)
Gitanitos y morenos (Gato Perez)
Guantanamera (Popular)
La lluna al aigua (Txarango)
Lágrimas negras
Living la vida loca (Ricky Martin)
Matador (Vicentico)
Ni mas ni menos ( Los chichos )
Niña Voladora (Juanito Makandé)
Noches de bohemia (Navajita Platea)
Nos sobran los motivos (Sabina)
Ojala que llueva café (Juan luis Guerra)
Paraules d’amor
Probablemente (Maná)
Que bello es vivir (el kanka)
Rie y Llora (Celia Cruz)
Sabor a mi (Pescailla)
 Sarandonga (Lolita Flores)
Solo se vive una vez (Azucar moreno)
Tu calorro (Estopa)
Un montón de Estrellas (Polo Montañez)
Un ramito de violetas (Manzanita)
Una lágrima cayó en la arena (Peret)
Ven Devorame otra vez (Lalo Rodriguez)
Volando Voy (Kiko Veneno)
Volare (Gipsy King)
Yo Romperé tus fotos (La Mosca)",Completo,0,63
5411,2022-02-22,Barzonia,Barzonia,Zaragoza,Músico,"a:2:{i:0;s:27:""Banda/Conjunto sin batería"";i:1;s:18:""Banda con batería"";}",,,,,,,,,,,600,120,800,180,"a:1:{i:0;s:4:""Folk"";}",https://youtu.be/_jBUfQuXJqw,https://youtu.be/_jBUfQuXJqw,https://youtu.be/bzaMBsFQ2rU,,,,Completo,0,64
5423,2022-02-22,Guilan,Guilan,Madrid,Músico,"a:4:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";i:3;s:18:""Banda con batería"";}",,,200,50,350,80,245,100,380,120,,,500,180,"a:1:{i:0;s:4:""Rock"";}",https://youtu.be/vVa56s23w6c,https://www.youtube.com/watch?v=CMf7Q85we7g,https://www.youtube.com/watch?v=wHJkODiGG3g,,,"Repertorio


American pie – Don Mclean
Great balls on fire – Jerry Lee KLewis
Blowing in the wind – Bob Dylan
Knocking on the heaven door – Guns and Roses
Going to California – Led Zeppelin
Shake - David Shawn
Every Breath you take – Police
Sweet dreams
Sweet Home Alabama – Lynyrd Skynyrd
Everybody needs somebody to love – Blues brothers
Everybody is gotta live – Love
Sweet Child Of Mine – Guns and Roses
Message in a bottle - Police
Lemon tree - Fool's Garden
Stuck in the middle - Stealers Wheel
Thats Allright – Elvis Presley
Susi Q – Creedence clearwater revival
Have you ever seen the rain - Creedence clearwater revival
Bulevar of broken dreams – Green Day
Wake me up when september ends – Green Day
In Bloom - Nirvana
Hard to Handle – Black Crowes
Proud Mary – Tina Turner
Lost Prayer – Zakk Wylde
Walk on the Wilde side – Lou Red
For whats worng – Buffalo Springfield
Zombie – The Cramberries
Love the one you are with – The Isley Brothers
Wherever u will go – The Calling
Oh la la – Faces
I ll be your man – David Shawn
 Fire away – Chris Stapelton





ESPAÑOLAS

Dentro de la ley – Los Zigarros
Cayendo por el agujero – Los Zigarros
Hablar, hablar, hablar – Los Zigarros
Maneras de vivir - Rosendo
Maggie despierta – M clan
Cadillac Solitario - Loquillo
Gracias por los días – Delta
Saltamos sin mirar – Delta
Por mi tripa - Pereza
Whiskey On the Rocks
Insoportable – El Canto del Loco
Volverá – El Canto del Loco
Preguntas – El Canto del Loco
Crash – El Canto del Loco
Volver a disfrutar – El Canto del Loco
Soldadito marinero - Fito
Feo fuerte y formal - Loquillo
El ritmo del garaje - Loquillo
Sopa fría – M clan
Miedo – M clan	
Carolina – M clan
Chica de ayer – Nacha Pop
Lady Madrid - Pereza
La casa por el tejado - Fito
Estrella Polar - Pereza
No puedo Vivir sin ti – Los Ronaldos
La Flaca – Jarabe de Palo
20 de abril – Celtas Cortos
Salta! – Tequila
Dime que me quieres – Tequila
Rock and roll - Tequila",Completo,8,67
5425,2022-02-22,Jaggendas,Jaggendas,Barcelona,Músico,"a:5:{i:0;s:4:""Dúo"";i:1;s:5:""Trío"";i:2;s:8:""Cuarteto"";i:3;s:27:""Banda/Conjunto sin batería"";i:4;s:18:""Banda con batería"";}",,,,,650,200,950,300,1400,400,2000,500,2500,600,"a:5:{i:0;s:11:""Flamenquito"";i:1;s:5:""Funky"";i:2;s:3:""Pop"";i:3;s:4:""Rock"";i:4;s:4:""Soul"";}",https://www.youtube.com/watch?v=0Jt7kDrBX70,https://www.youtube.com/watch?v=Ykc_Aw9YJ5I,https://www.youtube.com/watch?v=M3QGmQrOrbg,,,,Completo,0,63
5426,2022-02-22,dieg0,dieg0,Valencia,Músico,"a:1:{i:0;s:7:""Solista"";}",,,200,50,,,,,,,,,,,"a:4:{i:0;s:9:""Acústico"";i:1;s:9:""Chill out"";i:2;s:5:""Funky"";i:3;s:3:""Pop"";}",https://www.youtube.com/watch?v=5NnmhaQEAvg,https://www.youtube.com/watch?v=qYuS0beI1FY,https://www.youtube.com/watch?v=LhmLEy4xTmw,,,"Moon River – Frank Sinatra Lemon Tree – Fools Garden Wonderwall - Oasis Englishman in NY - Sting
I took a pill in Ibiza – Mike Posner
The A-Team - Ed Sheeran
The Scientist + Leave a light on – The coldplay + Tom Walker Domino - Jessie J
Maybe tomorrow - Stereophonics
Budapest – George Ezra
Catch and release – Matt Simmons
Wait in vain – Bob Marley
Follow the sun - Xavier Rudd
The Dock of the bay – Otis Redding
I m yours – Jason Mraz
Wherever you will go - The Calling
Valerie – Amy Winehouse
I belong to you – Lenny Kravitz
Besame mucho
Shape of you – Ed Sheeran
Eastside – Benny Blanco
I will survive - Cake version
Can’t help falling in love - Elvis Presley
All of me – John Legend
Save tonight – Eagle Eye Cherry
We found love - Rihanna
I don't care - Justin Bieber
Sweet dreams - Eurythmics
Thinking out loud – Ed Sheeran
Stand by me - Ben E. King
Use Somebody – Kings of Leon
Volcano – Damien Rice
I wanna hold your hands - Beatles
Perfect – Ed sheeran
Let it be - Beatles
She will be loved – Maroon5
Candy - Paolo Nutini
Don t look back in anger - Oasis
Hey Jude - Beatles
Photograph – Ed Sheeran
Under the bridge – Red Hot Chilli Peppers This love – Maroon 5
Moves like jagger – Maroon5
The Blower’s daughter – Damien Rice
Ho hey – The Lumineers
Billie Jean – Michael Jackson
Dakota - Stereophonics
Love yourself – Justin Bieber
Beautiful people - Ed sheeran
Thursday - Jess Glynne
Proud Mary - Creedence
Angel - robbie Williams
Ain’t got you - Alicia Keys
Dust in the wind - Kansas
The man who can’t be moved - The Script Happier - Marshmallow
Tiny Dancer - Elton John
Rhythm Is a Dancer - Snap!
Freed from desire - Gala
Be Alright - Dean Lewis
Nada de esto fue un error - Coti
Baby one more time - Britney Spears
Princesas - Pereza",Completo,0,68
5429,2022-02-22,Sonoriza Eventos DJs,Sonoriza Eventos DJs,Madrid,DJ,,150,50,,,,,,,,,,,,,"a:19:{i:0;s:7:""Bachata"";i:1;s:9:""Chill out"";i:2;s:5:""Dance"";i:3;s:10:""Deep House"";i:4;s:11:""Electronica"";i:5;s:11:""Flamenquito"";i:6;s:6:""HipHop"";i:7;s:5:""House"";i:8;s:7:""Karaoke"";i:9;s:6:""Latina"";i:10;s:5:""Otros"";i:11;s:3:""Pop"";i:12;s:3:""R&B"";i:13;s:9:""Reggeaton"";i:14;s:4:""Rock"";i:15;s:10:""Romántica"";i:16;s:5:""Salsa"";i:17;s:6:""Techno"";i:18;s:6:""Trance"";}",https://www.youtube.com/watch?v=yvYxWWr7JVI,https://www.youtube.com/watch?v=oWU3Bpg2Vt8,https://www.youtube.com/watch?v=z5cGRLc6La8,,,Sería imposible poder poner nuestro repertorio aquí pero podemos decirte que tenemos más de 30.000 canciones de todos los estilos musicales desde los años 50 hasta hoy... y siempre muy actualizado,Completo,5,69
5430,2022-02-22,Typical Spanish Rumba,Typical Spanish Rumba,Barcelona,Músico,"a:3:{i:0;s:4:""Dúo"";i:1;s:5:""Trío"";i:2;s:27:""Banda/Conjunto sin batería"";}",,,,,600,80,850,150,1200,200,400,160,,,"a:3:{i:0;s:11:""Flamenquito"";i:1;s:5:""Rumba"";i:2;s:5:""Salsa"";}",https://youtu.be/vQJUEKaruSA,https://youtu.be/l_DZD3P7-7o,https://youtu.be/f3IkkfkJoF8,,,"Melendi, Estopa, Maluma, Peret, Jarabe de Palo, Rosario, El Kanka y otros grandes artistas!

Hawai, La Flaca, La Bilirrubina, Me gusta, Volare, Pedacitos de ti, ChanChan, Felices los cuatro…",Completo,0,70
5440,2022-02-22,Martín Espada,Martín Espada,Sevilla,Músico,"a:1:{i:0;s:7:""Solista"";}",,,150,50,,,,,,,,,,,"a:1:{i:0;s:9:""Acústico"";}",https://www.youtube.com/watch?v=IWRPiqAA9Qk,https://www.youtube.com/watch?v=f63KJgDgdpA,https://www.youtube.com/watch?v=Knay9m11Tco,,,"Música Argentina y Latinoamericana y Música Clásica para guitarra. 

Obras de mi autoría y de autores como Astor Piazzolla,  Francisco Tárrega,  Juan Falú, Carlos Moscardini, Sergio Assad y Carlos Aguirre.",Completo,0,73
5441,2022-02-22,Alexander Doria,Alexander Doria,Santa Cruz de Tenerife,Músico,"a:3:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";}",180,50,150,75,200,80,350,100,,,,,,,"a:2:{i:0;s:4:""Coro"";i:1;s:12:""Instrumental"";}",https://youtu.be/8ll9lMDGc4g,https://youtu.be/OYNzJOjgCeY,https://youtu.be/XHMFvtRRPy4,,,"Chopin, Mozart, Ludovico, Debussy. Mantras propios, mucho piano temas propios, música de relajación, de paz, algunas melodías llegan al corazón son de amor",Completo,0,71
5471,2022-02-22,Vanilla base,Vanilla base,Madrid,Músico,"a:3:{i:0;s:4:""Dúo"";i:1;s:5:""Trío"";i:2;s:18:""Banda con batería"";}",,,,,200,80,300,100,,,,,700,100,"a:2:{i:0;s:5:""Indie"";i:1;s:3:""Pop"";}",https://youtu.be/hToRgI-ToAk,,,,,,Completo,0,78
5473,2022-02-22,Esteban Matuke,Esteban Matuke,Barcelona,Músico,"a:4:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";i:3;s:8:""Cuarteto"";}",,,200,60,350,80,450,120,400,150,,,,,"a:1:{i:0;s:10:""Bossa Nova"";}",https://www.youtube.com/watch?v=boFFvznzBl0,https://www.youtube.com/watch?v=URSWQG1d4A0,https://www.youtube.com/watch?v=Gn2BsLu1YwE&t=8s,,,"Concert Bossa Love

1-	Adeus America
2-	Corcovado
3-	Brigas Nunca Mais
4-	O Samba e o Tango
5-	É Preciso Perdoar
6-	Doralice
7-	Manha do Carnaval
8-	O Pato
9-	Wave
10-	Bim Bom 
11-	Eu so Assim 
12-	Sem Compromiso
13-	Brasil
14-	Samba da mina terra
15-	A Felicidade
16-	Eu Quero um samba
17-	Insensatez
18-	Samba de uma nota so
19-	Canto de ossanha
20-	Agua de Beber
21-	Berimbau
22-	Chica de Ipanema
23-	Mais que nada",Completo,0,75
5474,2022-02-22,Ross,Ross,Madrid,Músico,"a:2:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";}",,,100,50,200,80,,,,,,,,,"a:4:{i:0;s:9:""Chill out"";i:1;s:3:""Rap"";i:2;s:6:""Reggae"";i:3;s:4:""Trap"";}",https://www.youtube.com/watch?v=rin3vNCDpd4&t=27s,https://youtu.be/mmE-4Oj539s,https://youtu.be/FWufQERIJao,,,"Canto la canción que quieras mientras que me la sepa.

(Cualquiera de Kase.O / Kaze / Canserbero)

Morodo - Cosas que contarte (full album)

Nikone - Aviones de papel / Welcome / Pal Pumón",Completo,0,77
5479,2022-02-22,ORKESTADOS,ORKESTADOS,Sevilla,Músico,"a:1:{i:0;s:4:""Dúo"";}",,,,,200,100,,,,,,,,,"a:1:{i:0;s:9:""Acústico"";}",https://youtu.be/3pmBvjbpfqE,,,,,"Fito y Fitipaldis ""soldadito marinero""
Alaska y Dinarama ""ni tú ni nadie""
La Guardia ""cuando brille el Sol""
Ben E. King ""stand by me""
Rozalen ""COMIENDOTE a besos""
Celtas Cortos ""20 de Abril""
""Los Secretos ""Déjame""
Enrique Urquijo ""aunque tú no lo sepas""
Juan Luis Guerra ""Burbujas de amor""
Loquillo ""el ritmo del garaje""
Shakira ""estoy aquí""
etc...",Completo,0,0
5480,2022-02-22,Actores secundarios,Actores secundarios,Murcia,Músico,"a:4:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";i:3;s:18:""Banda con batería"";}",,,120,35,200,50,300,50,,,,,500,100,"a:7:{i:0;s:9:""Acústico"";i:1;s:4:""Folk"";i:2;s:5:""Indie"";i:3;s:3:""Pop"";i:4;s:4:""Rock"";i:5;s:10:""Rockabilly"";i:6;s:15:""Tributo a banda"";}",https://www.youtube.com/watch?v=vBxAUlQOx0g,,,,,,Completo,0,79
5487,2022-02-22,Leyre Ibisate,Leyre Ibisate,Baleares,Músico,"a:1:{i:0;s:7:""Solista"";}",,,200,50,,,,,,,,,,,"a:9:{i:0;s:8:""A capela"";i:1;s:9:""Acústico"";i:2;s:5:""Blues"";i:3;s:5:""Dance"";i:4;s:5:""Disco"";i:5;s:4:""Jazz"";i:6;s:7:""Karaoke"";i:7;s:5:""Salsa"";i:8;s:4:""Soul"";}",,,,,,,Completo,0,81
5493,2022-02-22,DJ Matuke,DJ Matuke,Barcelona,DJ,a:0:{},200,50,,,,,,,,,,,,,"a:4:{i:0;s:9:""Chill out"";i:1;s:5:""Dance"";i:2;s:10:""Deep House"";i:3;s:5:""Disco"";}",,,,,,,Completo,0,75
5496,2022-02-22,German Navarro,German Navarro,Granada,DJ,a:0:{},100,50,,,,,,,,,,,,,"a:3:{i:0;s:9:""Chill out"";i:1;s:11:""Electronica"";i:2;s:6:""Techno"";}",https://youtu.be/Sd5ne1mQbYU,https://youtu.be/PaBW5Hz1els,https://youtu.be/loVCU6Ei_yk,,,"Hago, tanto sesiones de improvisación electrónica experimental con apoyo de audiovisuales, como sesiones de techno basadas en mis temas y en los de los artistas de Unsupportable Recordings",Completo,0,56
5497,2022-02-22,Mauro,Mauro,Málaga,Músico,"a:1:{i:0;s:7:""Solista"";}",,,150,70,,,,,,,,,,,"a:1:{i:0;s:9:""Acústico"";}",https://www.youtube.com/watch?v=aNUs4eNL0m4,,,,,,Completo,0,82
5503,2022-02-22,Molina,Molina,Madrid,Músico,"a:2:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";}",,,100,60,200,80,,,,,,,,,"a:4:{i:0;s:9:""Acústico"";i:1;s:7:""Comedia"";i:2;s:3:""Pop"";i:3;s:15:""Tributo a banda"";}",https://youtu.be/MkvV2MpCPLE,https://youtu.be/vRetmPs4Rqw,https://youtu.be/paxYr4O8b9M,,,"Javier Molina (canciones propias)
*Dinosaurio
*Mariví
*Promesas y Metidas
*Nicotina & Cafeína

Georges Brassens (tributo en español)
*La Tormenta
*El Gorila
*La Mala Reputación
*Fernanda

Javier Krahe (tributo)
*Marieta
*Los Caminos del Señor
*No Todo va a ser Follar
*Un Burdo Rumor",Completo,0,83
5505,2022-02-22,Són d' primera,Són d' primera,Alicante,Músico,"a:5:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";i:3;s:8:""Cuarteto"";i:4;s:27:""Banda/Conjunto sin batería"";}",,,150,50,400,80,600,100,900,120,3000,160,,,"a:6:{i:0;s:8:""A capela"";i:1;s:9:""Acústico"";i:2;s:11:""Flamenquito"";i:3;s:7:""Karaoke"";i:4;s:9:""Reggeaton"";i:5;s:5:""Otros"";}",https://youtu.be/N3P7vR2zznI,https://youtu.be/wrewL9KXYDw,https://youtu.be/mtHFuuAdcnM,,,El barrio estopa los chichos los del río los chunguitod chiquetete salsa rumba versiones de todo tipo para alegrar el ambiente si quieres bailar y gozar no lo dudes SDP son de primera,Completo,0,84
5508,2022-02-22,Antonio Espinosa,Antonio Espinosa,Madrid,Músico,"a:1:{i:0;s:7:""Solista"";}",,,100,50,,,,,,,,,,,"a:1:{i:0;s:9:""Acústico"";}",https://youtu.be/kvh0NHthZwI,https://youtu.be/8XQz7oCyvc8,https://youtu.be/DSBqapFowa4,,,"-Recuerdos de los ochenta
-Tu y yo
-Repoker de amores
-Llegar hasta ti
-Dama de noche
-Donde quedan los valores
-Asi es la vida
-Jirones de mi niñez
-El show debe continuar",Completo,0,85
5510,2022-02-22,Jumble Sounds,Jumble Sounds,Barcelona,Músico,"a:4:{i:0;s:4:""Dúo"";i:1;s:5:""Trío"";i:2;s:8:""Cuarteto"";i:3;s:18:""Banda con batería"";}",,,,,230,100,345,150,460,200,575,250,575,250,"a:4:{i:0;s:9:""Acústico"";i:1;s:4:""Jazz"";i:2;s:4:""Soul"";i:3;s:5:""Swing"";}",https://www.youtube.com/watch?v=8bpPIb1d_ho&ab_channel=JumbleSounds,https://www.youtube.com/watch?v=1r4YKUeUj7w&ab_channel=JumbleSounds,https://www.youtube.com/watch?v=1Ft4eOX_NsI&ab_channel=JumbleSounds,,,"La banda ofrece un amplio repertorio, desde conocidos estándares de jazz hasta gemas ocultas del viejo swing. Muchas canciones de los años 20s y 30s.",Completo,0,86
5514,2022-02-22,Sergio Matesanz,Sergio Matesanz,Valencia,Músico,"a:1:{i:0;s:7:""Solista"";}",,,150,50,,,,,,,,,,,"a:2:{i:0;s:13:""Flamenco puro"";i:1;s:12:""Instrumental"";}",https://youtu.be/FFDCa1H2ffo,https://youtu.be/RdF35MSgceI,https://youtu.be/iaoFTdSiSeo,,,"Alegrías
soleás
bulerías
tangos
seguiriyas
fandangos
granaínas
malagueñas
tarantas...
Canciones tradicionales de guitarra flamenca y algún tema propio.",Completo,1,88
